e1,c1,s1,e2,c2,s2,e10,c10,s10,e100,c100,s100,
1.59123,-0.617949,1,1.31763,2.84358,3,0.848355,-1.75101,3.5,1.10407,0.40684,3.48,
1.21132,-0.728798,3,0.506424,0.693708,4,0.834048,-1.42287,3.2,0.957249,1.93338,3.56,
1.40722,-12.1494,5,0.739791,0.66694,3.5,0.991127,-2.38711,2.5,0.947488,-0.437108,3.61,
1.0391,0.492071,5,0.747774,0.164105,3.5,1.35797,1.26073,3.9,1.04128,0.832053,3.43,
0.743161,-13.3256,3,1.80763,1.00304,2,1.12837,2.61457,2.6,1.03609,0.668664,3.51,
0.641604,1.05398,3,0.735935,-2.06208,3.5,0.820396,-0.507502,3.6,1.14763,-2.09223,3.53,
1.24151,-1.47051,3,0.279438,-1.65096,3,0.7227,0.398382,3.8,1.00617,4.35854,3.55,
0.637397,0.83412,1,1.02093,2.43299,4,1.04676,1.59339,4.2,1.06582,-6.80198,3.63,
1.24491,2.10017,1,0.758207,-0.194335,3.5,1.26701,2.27014,3.4,0.985912,3.41302,3.6,
1.44252,0.186891,1,0.788516,0.49058,4,0.994912,1.77343,3.5,0.98946,1.78794,3.54,
0.740404,2.63145,1,0.850796,0.0192519,4,1.11871,0.878261,2.9,0.913676,-0.13464,3.39,
1.25436,-0.65201,3,0.560744,-0.892343,4.5,0.759605,-12.6777,3,1.03257,-0.0171348,3.48,
0.220658,-0.229834,1,0.361671,0.406904,2,1.49141,2.94764,3.8,1.11082,0.346683,3.27,
0.439782,0.194666,2,0.894159,0.430101,2.5,0.951145,3.27743,3.4,1.12505,0.755587,3.32,
0.647668,1.61431,4,1.33435,-0.751657,4,1.20899,5.03253,3.7,1.04051,-0.518306,3.49,
1.17979,-0.249549,2,0.955994,-0.436484,4,1.19429,-0.970308,3.9,0.919367,7.67809,3.71,
0.167205,0.141451,3,1.76444,-3.54892,6,1.36269,-0.286294,3.7,0.846501,1.51649,3.61,
1.54464,-1.40241,5,2.19199,-2.36323,4,1.22934,3.08644,4.2,0.870208,0.276212,3.84,
0.727473,1.01479,1,0.859091,5.53797,4.5,1.30964,-1.45255,3.3,1.02088,-0.198992,3.61,
1.16031,0.634372,5,4.04695,-0.573783,1.5,0.612193,-0.287677,4.1,0.938992,-2.86555,3.53,
0.245185,-1.3888,3,1.20336,6.93321,4,0.612149,1.05499,3.8,1.11565,-2.19699,3.73,
0.755851,0.53538,3,2.15717,-1.67879,2.5,0.829385,-6.01135,2.8,0.993152,5.28357,3.47,
0.468564,-1.27146,6,0.157201,7.96558,2.5,0.815955,7.41624,3.9,0.869717,0.470921,3.6,
0.547958,-0.327475,5,2.01742,52.2272,4,1.68747,2.59918,3.8,0.91068,-28.5091,3.73,
0.0579156,3.78786,4,2.98821,-0.388852,3,1.10205,0.579701,3.7,1.09144,1.98834,3.58,
0.161574,-3.07542,3,1.58766,-5.9034,3.5,0.77164,-1.19413,3.4,0.930589,-1.37364,3.29,
1.67626,-0.161612,5,0.703066,0.0180912,5.5,1.30159,1.14842,3.1,1.01368,125.412,3.65,
1.0835,0.366183,1,1.30524,-0.385414,3.5,1.05313,0.73422,3.5,0.922556,-23.8572,3.44,
0.0710147,0.655105,2,0.218586,-0.903347,2,1.11223,1.21415,4.3,1.09463,-1.21002,3.24,
1.43013,-1.16593,2,1.74069,-14.456,4,0.841795,45.3793,4.2,0.914793,0.873452,2.96,
0.024435,-1.00961,1,0.334776,-1.10989,5,1.11292,0.107655,4.3,1.19205,-0.100074,3.74,
0.93017,1.21415,4,0.265497,1.74041,5,1.61542,-1.02722,4.3,1.09431,-0.890978,3.42,
0.397142,0.880351,2,0.303936,4.66406,4,0.891478,1.35338,3.6,1.01226,-0.873675,3.4,
1.73506,-0.818966,6,0.321218,-0.292065,4.5,0.654414,0.7534,3.9,0.887554,-17.6057,3.37,
1.53924,1.33658,5,0.976865,0.865473,3.5,1.61431,-0.432608,3.1,0.887737,-0.0212885,3.61,
1.18733,-2.04791,3,0.948156,-0.327486,3.5,1.15575,0.551094,3.4,1.13049,-1.12248,3.45,
0.388966,2.69102,5,1.07218,-1.40727,4,1.42654,0.937471,3.4,1.00326,-2.09818,3.61,
1.525,-18.7768,3,0.242931,1.33659,4.5,1.01139,0.94354,3.6,0.908487,0.810896,3.57,
1.18748,2.72127,6,0.0796857,1.39285,1,1.31105,5.50029,3.1,1.02564,-17.6283,3.01,
1.37716,2.76267,6,0.973141,-6.7629,2.5,0.920892,23.616,3.2,1.08553,-0.287799,3.33,
0.247403,0.255488,6,0.890813,-0.702032,2,1.26091,-0.050554,4.3,1.20614,-6.70597,3.71,
0.56241,1.45405,3,0.818203,-0.0115201,3.5,0.82185,-5.08451,3.5,0.929356,0.907359,3.41,
0.549067,5.15989,3,0.950183,-1.19909,3,1.64618,-2.46532,3.6,0.886351,1.46477,3.51,
0.633673,0.317295,6,0.735667,4.27284,3.5,0.677921,-0.813679,2.1,0.919653,-0.225314,3.47,
1.32502,-1.57143,2,1.03855,0.753395,4,0.753539,8.10201,2.3,0.8461,0.352583,3.7,
3.50007,-0.852274,3,2.28078,-9.06767,3,1.35441,0.0766442,3.9,1.09163,0.601031,3.34,
2.06165,1.60838,2,1.10028,-0.522088,5.5,0.875619,-12.5846,3.1,1.07227,-2.18995,3.65,
0.118296,1.76973,5,0.883462,0.04366,4,1.1044,0.0566383,3.8,0.900015,-5.08947,3.42,
1.93216,0.131944,1,0.654111,1.29356,3,0.887727,0.333468,4.3,0.971657,-0.57396,3.7,
0.464768,1.13871,2,0.618846,0.78252,2,1.07119,-1.2942,2.9,1.14598,-0.713105,3.22,
1.32346,0.0586328,4,0.657938,-6.86495,4.5,0.931883,0.666038,3.4,1.14022,2.30946,3.58,
0.0786597,3.96995,2,0.700259,-0.145441,1.5,0.99159,-3.49623,3.2,0.867746,-2.3442,3.54,
0.0172372,0.135419,3,0.895964,-18.8183,3,1.05175,0.126936,3,1.1045,0.0340188,3.28,
0.883158,-3.43682,5,2.53829,0.111319,4.5,0.957968,-1.06451,3.3,0.938392,-0.0242075,3.68,
2.07503,-1.95666,3,0.567566,-0.685758,3.5,1.13222,-0.979264,3.5,0.889026,5.79679,3.55,
1.22398,-0.285471,1,2.35434,-0.381611,5,0.59517,-2.60116,3.6,0.973385,0.441136,3.64,
0.579773,4.54951,4,2.35861,-1.41529,3,0.808816,-1.00108,2.9,0.730338,-1.17249,3.37,
3.61373,-1.13231,3,1.61935,-2.11238,3.5,1.21352,0.321054,3.7,1.11885,-0.752338,3.45,
0.247701,15.792,1,0.217041,-1.97988,2,1.05061,-0.172828,3.4,1.08963,-0.875883,3.6,
0.504993,0.986911,4,2.2051,-0.0989812,1,0.948971,-5.73151,3.1,1.03004,1.26201,3.51,
0.740944,-0.109569,4,0.0834957,0.423083,4,0.690124,0.0208556,3.6,0.979049,-0.0535551,3.59,
0.933603,1.71574,3,0.698763,0.215793,3.5,1.44595,0.721708,3.1,1.07942,0.452133,3.52,
0.340294,-0.163116,5,0.821297,-0.204989,3,0.819768,-0.0371068,4.2,1.064,10.3407,3.69,
2.05759,0.835751,2,0.737544,-0.695023,3.5,1.14967,-1.01843,3.9,0.841948,0.560182,3.17,
3.31772,-2.33232,1,2.31178,12.5492,4,1.55855,28.4348,3.4,0.894617,3.49933,3.62,
0.294195,0.588799,4,1.01163,-0.665609,2.5,1.04187,1.39546,3.7,0.934062,14.9554,3.5,
1.32461,2.87245,5,0.598002,-4.60992,4,1.35833,1.03286,3.1,1.00262,-0.322756,3.47,
0.565106,0.113954,4,1.00828,0.224206,5,0.747336,0.38714,3.8,0.914873,-1.90571,3.32,
1.99458,-1.70886,1,0.218348,0.0586728,4.5,1.48741,-0.756562,3.2,0.84955,-2.49543,3.75,
0.233931,3.96503,3,0.443963,0.170014,3.5,0.864742,0.135589,3.5,0.89854,-2.99093,3.49,
0.94221,-2.19407,6,1.16493,-0.778371,4.5,1.48504,-5.65869,3.5,1.06366,-0.503982,3.54,
1.55137,0.43963,3,0.373736,-2.12644,2.5,1.45012,6.14014,3.6,1.15964,0.487702,3.45,
4.90669,25.5053,3,1.0979,0.172008,4.5,1.20203,0.549851,3.6,0.948576,-0.563294,3.25,
4.58274,0.0234019,2,0.0141279,1.07786,3,0.801072,-7.45531,3.1,0.984936,89.1154,3.63,
0.484318,50.4573,5,0.0668822,-0.372242,4.5,0.671926,-0.526621,2.5,1.05542,-0.770689,3.63,
0.827167,-10.892,3,1.23649,0.156609,5,1.81547,-5.11587,4.2,1.06534,-0.154219,3.78,
1.24857,57.2073,5,1.0539,8.80763,4,0.875729,-0.155491,3.7,1.09172,0.482161,3.46,
0.615623,-1.63955,2,0.503934,-1.3433,4,1.21874,-0.0999229,3.8,1.13591,-0.387178,3.34,
3.3273,1.01763,2,0.312143,-1.45853,2,0.755407,0.882672,3.5,0.996676,1.45356,3.45,
0.731257,0.425717,4,4.23752,2.24146,3,0.546751,1.13298,3.8,1.07513,3.22173,3.48,
0.383295,0.948963,4,0.449899,1.75488,2,0.892555,-8.57441,3.5,1.02974,-0.290727,3.36,
0.0176071,0.848908,4,1.2685,0.00462964,4,1.25669,8.66123,4,1.07618,-0.760882,3.42,
0.404603,1.68233,5,0.738951,1.80708,3.5,0.672819,-0.25858,3.6,0.964857,0.75645,3.3,
0.254054,-19.5335,2,0.679892,-0.768347,1.5,1.27009,0.302045,3.6,1.06731,0.899365,3.53,
1.24092,3.36476,5,0.898279,1.56046,3,1.37918,-2.64908,3.5,0.982972,1.96362,3.47,
0.614465,-0.26468,4,1.30269,-0.176797,4.5,0.755522,9.68716,4.3,0.870155,0.755455,3.61,
0.300444,2.53037,3,2.79067,17.1792,2,0.72737,0.430077,4,0.866255,0.909854,3.23,
0.469941,-1.35523,1,2.90001,40.0591,2,1.05187,-0.509341,3.6,0.888536,9.67183,3.42,
2.08657,0.23604,4,0.964847,-0.419171,4,1.18455,1.25481,3.1,0.909115,0.0770526,3.51,
0.578269,0.12253,5,1.82832,0.710154,3,0.699189,-7.2899,2.9,1.10809,1.90592,3.72,
0.854039,-0.324806,1,0.738716,-1.79809,4,0.66076,-0.714402,3.1,1.03444,-0.926551,3.58,
1.32831,-3.05758,1,0.58204,1.88879,2.5,1.09199,0.546786,3.4,0.956197,-0.0993234,3.67,
0.645305,4.11287,5,0.230155,0.0139776,5,1.22557,0.465931,3.4,0.964253,5.26886,3.71,
0.273373,5.49574,6,0.394559,-2.7454,5.5,0.921191,-0.226357,2.6,1.11336,2.75831,3.59,
0.75033,1.53688,2,1.46786,1.05352,5,0.590984,1.32983,3.6,0.962966,-0.305231,3.55,
0.320644,-0.760299,3,0.410215,0.984731,2.5,1.08672,0.711722,3.7,1.08718,-2.5197,3.68,
0.514854,-22.2141,3,0.506836,-0.0501952,2.5,0.842369,-1.70758,3.7,0.893864,-1.12447,3.53,
0.309552,-0.160762,5,0.875935,-0.334452,3,1.33384,-0.532516,3.7,0.996657,1.73232,3.63,
1.82493,7.5604,3,0.263874,1.07386,2.5,0.437497,-23.1545,3.7,0.891588,3.03132,3.42,
0.142466,1.56465,6,0.616827,-0.0940738,3,1.20338,-0.656295,3.5,0.961059,0.345617,3.63,
0.319965,7.82686,6,1.21525,-7.96823,3.5,0.853914,-0.190378,4.4,0.829547,1.34004,3.41,
0.106312,0.675769,4,2.67282,-0.991829,1,1.47863,0.467015,3.4,1.10004,-0.430644,3.47,
0.731485,1.57638,2,2.6223,4.74759,4.5,0.591125,-0.55586,3.5,0.888441,2.01045,3.78,
0.810707,0.625703,4,0.928737,0.0479303,3,1.59736,0.26986,3.3,1.04279,-0.399688,3.36,
1.72319,-1.34266,1,1.20163,2.45905,3,0.953542,0.502987,3.4,1.07588,-1.31848,2.9,
0.455407,0.798077,6,0.235573,2.4556,4,0.545619,-15.9274,3.5,1.01309,0.912775,3.48,
1.95578,-0.943211,5,0.563047,0.565261,5,0.808241,0.636955,3.1,0.892332,1.12851,3.54,
1.47524,-6.94839,6,1.7022,-1.31496,3.5,1.08577,1.43218,3.5,1.03553,6.49523,3.51,
2.07027,-2.60044,3,1.2748,2.91458,3,1.01573,2.10467,3.5,1.18262,-0.0112102,3.63,
1.28496,1.4034,4,0.930643,5.14338,4.5,1.06049,-1.41673,2.7,0.963713,0.48209,3.38,
2.39036,1.06522,6,0.634084,0.486857,5.5,0.813206,-0.659738,3.6,1.09825,1.27268,3.69,
0.30096,0.0567823,2,0.718991,2.0701,4.5,1.02571,-0.0772807,4.1,0.946336,-1.21801,3.2,
0.322138,0.732832,6,0.880728,0.0315047,3.5,0.891087,-0.850073,3.4,1.00474,2.69921,3.52,
0.134213,0.312666,6,0.4722,8.50841,5,0.541816,396.671,3.5,0.821287,0.265272,3.42,
0.230025,12.5881,2,0.587182,2.20521,5,0.823331,-0.505821,3.1,0.855316,1.61617,3.4,
0.166444,-2.28702,4,0.267086,-0.45829,4,1.32446,1.0022,3.9,1.14608,4.07357,3.39,
0.722046,0.806432,5,2.29238,-1.71345,3.5,1.62478,0.0667283,3,0.967126,1.00704,3.73,
0.477942,-0.298003,3,1.81467,-0.224062,3,0.833315,-0.176355,3.4,1.05924,-2.23981,3.45,
1.12935,-0.57244,1,0.680561,0.0121218,5,1.08103,-2.28018,3,1.08809,5.4927,3.48,
0.317026,-0.0202887,2,1.77619,-1.02476,1.5,1.08264,-2.8383,2.9,1.08836,1.04244,3.36,
0.118622,72.0624,3,1.50186,0.837818,2,1.18777,0.670734,4.1,1.05762,-4.12961,3.62,
0.166766,-0.568923,4,1.09159,-1.15848,4.5,1.04626,2.1228,3.9,1.02942,0.421587,3.49,
1.83901,0.783446,5,0.74035,-3.47496,6,0.70481,-1.30332,3.9,0.956754,-0.12793,3.92,
0.00949101,0.686023,4,0.37069,0.0721734,4.5,0.652287,0.340676,4.1,1.01421,0.868233,3.38,
1.49756,0.0681713,5,0.949078,-0.0289937,3.5,1.28698,2.67042,4.3,1.01572,0.575688,3.58,
2.1862,-5.22843,6,0.988999,1.55961,1,1.07864,1.01327,2.7,0.941754,0.737068,3.46,
0.452675,0.580325,5,1.83605,0.56084,1.5,1.36229,0.219514,3.3,0.981461,-0.0187451,3.45,
2.2597,-1.98154,5,1.7039,-1.64634,4,1.57945,-0.559286,4.1,1.02437,0.211115,3.28,
2.98161,-1.8678,6,0.20305,0.113592,3.5,1.30333,-3.14657,3.5,0.95941,-1.58275,3.35,
0.761236,4.47672,1,0.812159,1.57969,3,0.874486,-2.53615,3.1,0.893937,-0.938332,3.59,
0.486831,-2.1873,2,0.852047,0.652921,4.5,1.16823,-1.71482,3.4,1.10231,2.18665,3.58,
3.77593,-0.514925,3,1.32846,0.096225,2.5,1.05238,4.46439,4.3,0.849921,0.219446,3.74,
0.563052,0.157807,1,3.53243,0.266634,5,0.80704,-1.41206,3.4,1.02668,-7.12449,3.53,
0.757069,-0.240939,1,0.81236,-3.46542,4,1.04853,-3.4153,2.9,0.926044,-0.343254,3.44,
5.13875,-7.0858,4,0.91085,-3.41592,1.5,0.902567,1.68191,4.5,1.04981,0.465314,3.43,
0.609071,-1.58471,2,0.531069,-0.140811,1,1.64478,-0.167284,3.7,1.01324,-1.618,3.51,
0.223255,-1.78935,1,1.0353,-0.303595,3.5,0.950349,-0.744884,3.1,0.980124,-0.158374,3.47,
1.10675,-0.557865,4,2.22545,16.7987,4,1.20156,-0.40352,3.1,0.856878,2.24925,3.73,
2.46728,-5.08872,6,1.08882,-0.33615,2,0.672023,5.56471,4.4,0.933957,2.61388,3.41,
0.499846,-4.24673,3,1.11311,-0.5607,1.5,1.57054,-0.00364631,3.3,1.1939,0.591442,3.61,
0.0557802,0.295871,3,0.202887,0.579301,4,1.0164,-0.692797,3.1,1.06055,0.381214,3.54,
0.132002,-1.24305,5,2.28952,-0.4198,2.5,0.976651,-0.472657,2.2,0.971023,25.4784,3.72,
0.649271,1.57993,3,0.231213,-51.7995,3.5,1.06356,-0.424552,4.5,1.08242,-1.124,3.62,
0.37684,-0.171411,6,1.08118,-0.705057,4.5,1.4063,5.23514,4.2,0.957349,0.255006,3.48,
0.133825,-0.53036,5,0.622514,-0.118669,1.5,1.00881,-0.982554,3.7,0.974524,5.60201,3.82,
0.916875,0.629383,4,0.598386,-1.75158,5,1.09957,0.104349,3.8,0.94784,-1.52949,3.49,
1.8189,-14.2146,3,1.2636,0.411444,3.5,1.22053,-0.602715,2.9,1.08094,1.04304,3.3,
1.15526,-8.52852,6,0.115496,10.342,5.5,1.71185,-0.575917,3.7,1.08435,-0.0749703,3.63,
0.477947,-1.88858,5,0.821404,-3.16568,5,0.475807,-0.770267,4.3,0.988798,0.244642,3.46,
0.93898,-0.362181,3,0.893112,-1.81341,5.5,0.941639,1.32651,4,1.02308,-0.62378,3.45,
0.309106,-2.98063,1,0.912989,-43.8673,1.5,0.492393,0.103909,2.5,0.960711,-0.298066,3.88,
0.391502,-0.0188405,5,1.3721,-1.912,1,0.915926,-0.710631,4,0.906897,-1.10792,3.48,
0.979242,-2.607,6,0.533194,2.52538,1.5,1.02484,2.04535,3.2,0.995549,42.1526,3.38,
1.4886,-0.192526,3,0.203978,-3.04508,5.5,0.827176,0.249784,4.3,0.971381,-1.27751,3.7,
0.0736022,2.18683,1,1.11203,0.512288,3,1.01319,6.41387,2.7,0.975364,0.744774,3.72,
0.973642,-3.21141,3,0.584418,3.48418,3.5,1.17575,2.39906,3.9,0.890421,0.235939,3.54,
2.68897,3.21403,5,0.800156,-1.41181,6,0.577094,-2.92269,3.5,1.06573,-2.29824,3.24,
0.158854,7.63083,3,1.28667,3.84914,3.5,1.1233,-0.775557,3.6,1.11242,-38.9663,3.44,
2.57199,0.849688,4,0.471805,-1.04576,2,0.612137,0.590533,2.9,0.858711,1.77228,3.41,
0.220038,-0.84364,2,2.33521,-0.551316,3.5,1.8436,1.82987,3.1,0.987348,-0.508948,3.55,
0.762584,0.61489,3,2.18278,-61.542,2,0.893214,3.10617,2.9,0.972515,0.266298,3.28,
1.46637,0.0935137,2,1.35132,0.155943,2,0.500047,22.3771,2.3,1.05143,12.1757,3.49,
0.45943,-1.90665,3,0.758222,0.0384381,1,0.802427,0.0606827,3.7,0.949262,-1.2159,3.62,
0.356257,-1.55598,3,1.01229,-0.320896,3,1.69083,0.281827,3.5,0.822815,-0.919921,3.4,
0.794871,2.15036,2,1.1707,-0.287704,4,1.02746,1.08656,3.8,1.24595,1.54653,3.63,
0.69139,0.367008,3,1.03078,-3.54402,2,0.728519,8.44019,4.1,0.879142,13.7811,3.56,
0.127732,-1.3933,5,1.26738,0.0605099,4,1.06454,-1.19878,3,1.10911,-8.5576,3.27,
0.663009,0.541008,5,1.95534,0.725048,2,1.3109,1.53656,3.8,0.976027,0.640634,3.57,
0.234308,0.881709,4,0.380545,0.601158,3,1.14605,0.63953,3.3,0.990725,-2.05844,3.68,
0.197367,-0.629134,3,0.296137,0.447257,5,0.699859,-1.59289,3.2,1.17514,3.26767,3.66,
0.207047,1.9918,2,1.29674,-1.41758,4,1.90834,6.42253,2.6,1.0289,9.27142,3.52,
0.121313,5.68959,1,2.29352,-5.07671,3.5,0.516484,-114.098,3.3,1.00234,1.83201,3.44,
1.93866,0.498687,4,1.59116,-1.09685,4,0.910081,4.47763,3.5,0.906292,-1.19442,3.45,
1.19082,0.272202,4,0.563624,0.861636,3.5,1.43004,0.479488,4,0.936555,-0.0935928,3.29,
0.375,2.9968,3,1.08068,-0.0320578,3,1.75422,1.5795,4.4,0.955539,0.397179,3.8,
3.11533,-5.48532,3,1.13756,-0.721334,4,0.797546,1.17807,3.2,0.997836,1.11435,3.62,
0.963159,-0.172341,3,0.980978,-2.7689,3.5,1.0652,0.47661,2.9,0.870911,1.17756,3.38,
4.25107,0.0977939,6,0.84157,2.03534,5,1.14307,1.71789,2.9,0.822376,-0.633065,3.24,
3.98712,0.250629,4,1.47176,0.172783,3,1.30415,-0.646889,3.7,1.1438,1.17545,3.46,
0.264729,-11.3131,6,0.787928,0.53037,4,0.973096,-2.82257,3.2,0.938113,-0.950387,3.47,
1.1554,1.75039,2,0.220695,0.673267,5,1.30009,-1.47528,3.4,0.902129,0.920597,3.78,
0.608251,3.50967,1,1.36534,-2.12808,2,0.850882,-1.3276,3.4,1.12967,1.2266,3.66,
0.113252,-7.39232e-005,4,0.972712,2.21943,4,1.05341,-0.417792,3.4,1.15685,2.07752,3.71,
0.0383946,-0.46752,1,0.174255,0.505302,4.5,0.879938,-1.02199,2.7,1.14857,-1.99322,3.39,
0.0439373,1.23389,1,0.6488,-0.648944,2.5,0.68292,-0.492383,3.9,1.05269,-4.56006,3.26,
0.127273,10.2573,3,1.34315,-2.93003,4.5,1.07838,0.0177619,3.6,0.948031,7.44075,3.2,
0.271064,-3.97407,2,2.7661,0.318089,5,1.6294,1.70219,3.6,0.981746,2.56175,3.47,
0.0748389,-0.692966,1,3.87484,0.123543,4.5,1.56067,-1.28788,3.3,1.05569,0.074625,3.45,
1.38538,-2.16875,1,0.577551,-0.138921,3.5,1.09285,0.487121,3.9,1.11286,1.94151,3.53,
0.980498,-0.572499,3,0.0786681,-1.47175,4.5,0.659805,0.197076,2.1,0.892272,-0.480075,3.6,
2.47949,3.25957,3,0.707621,0.589329,4.5,0.626675,-4.31922,3.7,0.768853,-0.399737,3.48,
1.0626,2.38187,3,2.13313,0.144573,5,0.931769,0.16377,3.3,1.03463,0.548085,3.28,
1.66,-1.53863,4,1.16493,-1.68715,1.5,1.10723,0.448115,2.8,1.12774,-0.29757,3.44,
0.968896,1.15394,2,1.8269,0.180531,1.5,1.02415,0.225268,3.8,0.888299,-1.08068,3.18,
2.57339,-18.2828,3,0.603592,205.218,5,1.39306,-0.874783,3.1,1.15287,0.275021,3.63,
0.181554,-0.636188,6,0.410425,0.762455,3,0.637771,9.92303,3.5,0.819127,-3.51409,3.59,
1.27208,0.244585,3,2.18194,57.3222,4,0.621974,-25.7944,3.2,0.981749,0.80796,3.52,
0.0224574,0.69225,5,0.36946,-5.46949,3.5,0.442992,2.14779,3.9,0.790359,-1.54261,3.83,
0.147926,-0.859807,2,3.71188,-1.04807,4.5,1.53166,-0.603232,2.8,1.02411,0.941188,3.49,
0.377995,0.881297,2,0.611292,0.457365,2,1.16788,0.278966,3.3,0.841922,2.24077,3.55,
0.263892,-1.98098,4,0.401828,-0.0557156,2.5,0.95293,2.13429,2.7,0.98978,-1.50567,3.52,
1.76535,1.24825,4,0.980291,-1.32828,4.5,1.62639,2.42104,3,1.00977,1.23315,3.29,
0.419225,-3.13458,5,0.291363,-0.816929,2.5,1.11031,-1.69478,3.2,1.16545,0.771381,3.62,
0.582277,7.10615,5,0.675464,-0.184827,3.5,1.47557,-1.52581,2.6,1.02551,-0.190674,3.49,
0.0218853,-10.5111,2,1.7497,-3.32208,4,0.942693,0.171116,2.9,1.03839,3.03061,3.42,
0.670166,0.483411,6,1.05946,0.839897,3.5,0.738757,-0.482905,3.4,0.858189,0.699142,3.83,
0.861136,0.361496,6,0.913545,7.17634,4,0.933526,-2.41952,4,0.910969,-1.19922,3.56,
0.95105,0.792615,6,0.54912,6.96281,3,0.804579,0.117951,3.7,1.14239,13.9645,3.49,
0.134914,0.632961,3,2.89496,-0.104039,3.5,1.49168,-2.26549,3.3,0.970644,1.25246,3.35,
0.450433,-1.28913,5,1.7512,-6.54488,2,0.680095,-0.201275,3.4,1.05251,-0.343229,3.2,
0.91476,0.643322,2,0.390148,-0.540506,4,1.50685,6.62181,3.3,1.06242,0.765583,3.53,
0.526064,-1.07685,6,0.639434,-0.186925,5,0.903633,-4.02804,3.6,0.99741,-0.433323,3.6,
0.476228,0.459399,4,2.1309,2.52289,3.5,1.20123,-0.444622,3.4,1.0808,-1.37451,3.31,
1.15187,34.8504,6,1.63601,-1.36578,5,0.618042,-1.22279,3.6,1.08516,0.651196,3.35,
0.381957,-0.361839,3,2.00299,1.06241,2.5,0.970473,-1.02145,3.4,0.993859,4.74629,3.47,
0.571024,4.71071,6,0.15796,0.344455,3.5,1.38111,0.923356,4.5,1.04827,1.20214,3.28,
2.40999,0.966447,6,0.458783,0.336372,3,1.30652,0.724449,3.3,0.924513,0.804915,3.25,
0.334561,0.290364,5,0.359111,-1.85744,6,1.62761,-5.87939,2.5,0.930198,8.9504,3.31,
0.0976763,0.197031,1,1.0461,-0.0508429,1,0.792323,-1.52542,2.9,0.881446,7.01809,3.71,
0.0499082,0.963613,5,0.845016,0.450793,4.5,0.551685,-1.65722,3.6,0.963018,-1.77604,3.22,
0.216096,-0.360816,4,1.47436,-2.01899,1.5,0.915875,-0.640348,3.3,0.93018,-0.363608,3.52,
0.254403,1.32345,1,0.286579,2.10582,3.5,0.80415,0.444946,3.2,1.05704,-0.267297,3.21,
0.94836,-2.50476,6,0.834438,-0.832431,3.5,1.62894,5.06535,2.9,0.880461,-11.7491,3.17,
0.08861,-1.07598,1,0.694792,-14.7194,2.5,0.889639,0.397196,3.2,1.28305,1.25357,4.08,
0.425294,111.033,1,0.903511,1.20235,1,1.06837,0.730028,3.5,1.03092,-0.347409,3.47,
1.67493,-0.00404296,2,1.50664,-0.871237,4,0.808129,-2.09229,2.6,0.916904,-9.82029,3.34,
0.769058,-0.496702,3,1.69141,0.926712,3,0.855981,0.994231,3.6,0.938963,-0.680725,3.5,
0.309296,1.9495,3,1.89853,0.372608,6,1.44162,-0.518721,3.9,0.992301,0.898258,3.56,
0.542377,7.79479,3,1.20091,0.528216,3.5,0.750674,-1.03646,3.4,0.93447,0.0922981,3.38,
0.110655,0.88998,2,0.540294,-0.557341,3,1.02085,-0.451593,3.4,1.0226,0.957279,3.4,
1.35405,-0.159273,2,1.19796,23.8565,3.5,1.04949,0.108822,3.2,0.962945,14.1993,3.58,
0.407912,0.328573,6,1.97699,0.0593639,2,0.928841,0.479885,3.2,0.914352,4.14565,3.64,
0.713417,1.34286,3,0.776744,0.0368742,5,0.643587,-58.06,2.9,1.03224,2.80448,3.65,
0.22702,-2.24966,1,1.08978,-1.15007,3,0.876717,-1.84364,3.4,0.826083,0.827511,3.45,
0.0824166,-4.97771,4,0.56562,1.91859,4.5,1.04885,1.0311,4.2,1.13038,-0.146331,3.52,
1.23859,0.253341,6,1.04804,3.38546,4,0.777834,-3.6192,4,1.11474,2.28737,3.65,
0.735877,-0.814539,5,1.1785,-0.762626,2.5,0.887276,-1.20881,3.8,1.04071,2.21443,3.21,
0.0347814,9.47527,3,1.10174,-3.63475,3,1.10611,-0.522514,3.2,0.906412,0.69728,3.3,
0.00905078,-0.294901,1,1.10642,-2.49566,5,0.965667,-0.712655,4.7,0.826339,-0.626992,3.23,
2.58316,-13.6303,6,0.794082,0.574582,2.5,1.65266,0.502807,3.9,0.920905,0.381531,3.63,
0.688637,-1.01804,3,1.36659,3.857,4,1.34461,-2.61812,3.2,0.932316,-2.29651,3.7,
0.00116439,-1.30198,4,0.777902,-6.36638,2.5,0.842777,0.529677,4.3,0.890367,-0.586052,3.3,
0.0882186,1.75101,2,0.369852,-1.44076,4,0.894352,0.79336,3.5,1.09133,0.329564,3.47,
0.610565,-0.478118,2,0.673921,-0.224606,2,0.684264,-0.0574464,3.3,0.94392,14.7029,3.53,
0.895661,1.0736,3,0.57302,1.066,2.5,0.742881,0.545337,2.7,1.03146,0.0486252,3.3,
0.355672,5.50973,3,0.677842,2.34159,5,0.791503,-0.781821,4.1,0.862195,-0.785755,3.65,
0.35153,1.12722,3,0.26275,0.50794,2,1.07315,-0.244999,4.2,1.07776,-0.254872,3.55,
0.576818,0.948352,4,0.370765,-60.8647,3,0.824471,-7.48206,3.5,1.13899,-0.835906,3.25,
1.50434,-0.160876,5,0.608971,0.571561,5,1.38451,0.0571227,3.7,0.911177,-3.47124,3.43,
